Tree ID,Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude
39.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,17.1,0.09,,0.33,3.4,5,1.5,3,7.1,11.8,0.9,46.05139252174814,11.14532352036268
40.0,Tilia cordata,7,176.63,6.5,1.04,0.7,0.11,0,0.02,,,7.1,0.04,,0.16,1.8,4,1.2,2,3.1,4.9,0.4,46.04399380161514,11.10560299675512
70.0,Tilia cordata,18,827.99,60,9.640000000000001,2.4,0.39,0.1,0.25,,,103.6,0.53,,1.17,6.5,6,1.8,6,28.3,71.40000000000001,5.3,46.0427661240302,11.10575007930541
71.0,Tilia cordata,17,769.55,52.4,8.43,2.3,0.36,0.1,0.25,,,106.3,0.55,,1.17,6,7,2.1,6,28.3,73.3,5.5,46.04266797547405,11.10575242343721
72.0,Tilia cordata,17,769.55,52.4,8.43,2.3,0.36,0.1,0.24,,,100.2,0.52,,1.12,6,7,2.1,6,28.3,69.09999999999999,5.2,46.04257779179637,11.10575235610809
73.0,Tilia cordata,14,614.27,33.2,5.33,1.7,0.28,0.1,0.12,,,49.9,0.26,,0.66,4.7,7,2.1,5,19.6,34.4,2.6,46.0547000728903,11.13706961652654
80.0,Acer pseudoplatanus,5,70.09,4.4,0.7,0.6,0.1,0,0.02,,,9.1,0.05,,0.17,1.7,4,1.2,3,7.1,6.2,0.4,46.04516972768777,11.13941707995208
81.0,Acer pseudoplatanus,12,512.3200000000001,32.2,5.17,1.9,0.3,0,0.03,,,14.1,0.07000000000000001,,0.4,5,6,1.8,3,7.1,9.699999999999999,0.7,46.0451424525957,11.13929711347179
82.0,Acer pseudoplatanus,12,512.3200000000001,32.2,5.17,1.9,0.3,0,0.06,,,24,0.12,,0.48,5,6,1.8,3.5,9.6,16.5,1.2,46.04482609630998,11.13927248823665
83.0,Acer pseudoplatanus,9,227.09,16.6,2.67,1.3,0.21,0,0.02,,,10.3,0.05,,0.28,3.4,5,1.5,2.5,4.9,7.1,0.5,46.04476720259869,11.13926930915981
84.0,Acer pseudoplatanus,10,280.36,20.9,3.35,1.5,0.23,0,0.03,,,11.4,0.06,,0.32,3.9,5,1.5,2.5,4.9,7.9,0.5,46.04437393664152,11.13943455773544
85.0,Acer pseudoplatanus,10,280.36,20.9,3.35,1.5,0.23,0,0.03,,,10.7,0.06,,0.31,3.9,5,1.5,2.5,4.9,7.4,0.5,46.0444458435488,11.13924287639838
86.0,Acer pseudoplatanus,4,51.38,2.9,0.46,0.5,0.08,0,0.01,,,5,0.03,,0.12,1.3,5,1.5,2,3.1,3.5,0.2,46.04397294240908,11.13920503260717
87.0,Acer pseudoplatanus,10,280.36,20.9,3.35,1.5,0.23,0,0.03,,,12.4,0.06,,0.33,3.9,5,1.5,3,7.1,8.5,0.6,46.04380808557089,11.13925618307601
88.0,Acer pseudoplatanus,12,512.3200000000001,31.1,4.99,1.8,0.29,0,0.04,,,17.1,0.09,,0.42,4.8,5,1.5,3,7.1,11.8,0.8,46.04396159402661,11.13940296307362
89.0,Acer pseudoplatanus,2,51.38,0.6,0.1,0.2,0.04,0,0.01,,,2.3,0.01,,0.05,0.6,5,1.5,1,0.8,1.6,0.1,46.04414549744141,11.13941718612727
90.0,Acer pseudoplatanus,4,51.38,2.9,0.46,0.5,0.08,0,0.01,,,5.8,0.03,,0.12,1.3,5,1.5,2,3.1,4,0.3,46.05498809725024,11.13814555257244
91.0,Acer campestre,5,81.22,5,0.8,0.5,0.08,0,0.02,,,7.6,0.04,,0.13,1.3,6,1.8,2,3.1,5.2,0.3,46.05501276014612,11.13813534875248
92.0,Acer campestre,8,207.91,14.8,2.38,0.9,0.14,0,0.02,,,10.4,0.05,,0.22,2.3,8,2.4,2,3.1,7.2,0.4,46.05510168883811,11.13820524330514
93.0,Acer campestre,10,324.86,20.4,3.28,1,0.16,0,0.04,,,15,0.08,,0.27,2.7,4,1.2,3,7.1,10.4,0.6,46.05515048354438,11.13873234414374
94.0,Acer tataricum ssp. ginnala,4,59.54,5.3,0.85,0.9,0.15,0,0.01,,,4.7,0.02,,0.19,2.5,4,1.2,2,3.1,3.2,0.2,46.05522766434947,11.13877880093742
95.0,Acer tataricum ssp. ginnala,4,59.54,5.3,0.85,0.9,0.15,0,0.01,,,4.7,0.02,,0.19,2.5,4,1.2,2,3.1,3.2,0.2,46.03878243556204,11.05570789284827
96.0,Fagus,7,184.26,18.6,2.98,2,0.32,0,0.01,,,5.3,0.03,,0.36,5.3,4.5,1.3,1.5,1.8,3.6,0.2,46.03884568827937,11.05603915131134
97.0,Fagus,7,184.26,18.6,2.98,2,0.32,0,0.01,,,4.3,0.02,,0.35,5.3,4.5,1.3,1.5,1.8,3,0.1,46.03892569900401,11.05656941373745
99.0,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,4.9,0.03,,0.42,6.3,4.5,1.3,1.5,1.8,3.4,0.2,46.03895239402399,11.05674642761946
100.0,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,5.5,0.03,,0.42,6.3,4.5,1.3,1.5,1.8,3.8,0.2,46.03897763401376,11.05690426032601
101.0,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,4.2,0.02,,0.41,6.3,4.5,1.3,1.5,1.8,2.9,0.1,46.03899560436957,11.05703093522747
102.0,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,5.5,0.03,,0.42,6.3,4.5,1.3,1.5,1.8,3.8,0.2,46.03803272106624,11.05410016270669
103.0,Fagus,8,240.67,25.4,4.08,2.4,0.38,0,0.01,,,6.2,0.03,,0.43,6.3,3.5,1,2,3.1,4.2,0.2,46.03789076834548,11.05399086546077
104.0,Fagus,7,184.26,18.6,2.98,2,0.32,0,0.01,,,5.3,0.03,,0.36,5.3,4.5,1.3,1.5,1.8,3.6,0.2,46.07120929342616,11.05855039628401
107.0,Acer campestre,6,116.95,7,1.13,0.6,0.09,0,0.02,,,7.5,0.04,,0.15,1.5,5,1.5,2,3.1,5.2,0.3,46.07117911446647,11.05865074489634
108.0,Acer opalus,6,110.08,13.5,2.17,1.6,0.25,0,0.02,,,7.5,0.04,,0.31,4.2,5,1.5,2,3.1,5.2,0.3,46.05089990523126,11.1447061919197
114.0,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0.04,,,15.7,0.08,,0.25,2.2,4.5,1.3,3,7.1,10.8,0.8,46.0509425019828,11.14491583193363
115.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.02,,,10.4,0.05,,0.26,3,4.5,1.3,2.5,4.9,7.2,0.5,46.05099636480299,11.1447794728799
116.0,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0.01,,,4.4,0.02,,0.17,2.2,4.5,1.3,1,0.8,3,0.2,46.05110199981665,11.14489137256054
117.0,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0.02,,,9.300000000000001,0.05,,0.2,2.2,4.5,1.3,2,3.1,6.4,0.5,46.05116422033083,11.14516795848019
118.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.05,,,19.3,0.1,,0.35,3.4,5,1.5,3,7.1,13.3,1,46.05109672578817,11.14508119124687
119.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.05,,,19.3,0.1,,0.35,3.4,5,1.5,3,7.1,13.3,1,46.05101897605621,11.14500372208885
120.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,18.2,0.09,,0.34,3.4,5,1.5,3,7.1,12.5,0.9,46.05126582832479,11.14513001127498
121.0,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0.04,,,16.7,0.09,,0.26,2.2,4.5,1.3,3,7.1,11.5,0.9,46.05119767952388,11.14503494546218
122.0,Tilia cordata,8,230.7,8.9,1.42,0.8,0.13,0,0,,,2.1,0.01,,0.15,2.2,2,0.6,1,0.8,1.4,0.1,46.04805368242464,11.1432337109125
123.0,Sophora japonica,9.9,271.47,13.2,2.12,0.9,0.15,0,0.01,,,6,0.03,,0.19,2.5,5,1.5,2,3.1,4.2,0.5,46.04810848520192,11.14332540881013
124.0,Sophora japonica,9.9,271.47,13.2,2.12,0.9,0.15,0,0.01,,,6,0.03,,0.19,2.5,5,1.5,2,3.1,4.2,0.5,46.05152420067049,11.14552472104358
135.0,Tilia cordata,7,176.63,6.5,1.04,0.7,0.11,0,0.02,,,6.8,0.04,,0.16,1.8,4.5,1.3,2,3.1,4.7,0.4,46.05146016256312,11.14542645255434
137.0,Tilia cordata,7,176.63,6.5,1.04,0.7,0.11,0,0.02,,,8.4,0.04,,0.17,1.8,4.5,1.3,2,3.1,5.8,0.4,46.05186880166249,11.14622099947297
138.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.05,,,19.3,0.1,,0.35,3.4,5,1.5,3,7.1,13.3,1,46.05193441898621,11.14631661617327
139.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,16,0.08,,0.32,3.4,5,1.5,3,7.1,11,0.8,46.05248698868049,11.14701915742901
140.0,Tilia cordata,9,291.98,11.7,1.88,1,0.16,0,0.03,,,13,0.07000000000000001,,0.25,2.6,4.5,1.3,2.5,4.9,9,0.7,46.05254693668886,11.14711468564709
141.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.03,,,12,0.06,,0.27,3,4.5,1.3,2.5,4.9,8.300000000000001,0.6,46.05260918165342,11.14720771771372
142.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.03,,,12,0.06,,0.27,3,4.5,1.3,2.5,4.9,8.300000000000001,0.6,46.0524130119945,11.14690382430041
143.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.03,,,11.6,0.06,,0.27,3,5,1.5,2.5,4.9,8,0.6,46.05283960146335,11.14757124282054
144.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.03,,,13.5,0.07000000000000001,,0.28,3,4.5,1.3,2.5,4.9,9.300000000000001,0.7,46.0519829568881,11.14623382578008
145.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,14.5,0.07000000000000001,,0.31,3.4,5,1.5,2.5,4.9,10,0.7,46.05191891942416,11.14613555565945
146.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,11.2,0.06,,0.29,3.4,5,1.5,2.5,4.9,7.7,0.6,46.05185448555723,11.14603442648929
147.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,11.2,0.06,,0.29,3.4,5,1.5,2.5,4.9,7.7,0.6,46.05205881941953,11.14631109566107
148.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.05,,,19.3,0.1,,0.35,3.4,5,1.5,3,7.1,13.3,1,46.05224470689573,11.14664496488803
149.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,16,0.08,,0.32,3.4,5,1.5,3,7.1,11,0.8,46.05219845540716,11.14652941466229
150.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.04,,,14.8,0.08,,0.31,3.4,5,1.5,3,7.1,10.2,0.8,46.0517900103473,11.14593549352743
151.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,11.2,0.06,,0.29,3.4,5,1.5,2.5,4.9,7.7,0.6,46.05172469890318,11.14583795035552
152.0,Tilia cordata,11,489.05,18.8,3.02,1.3,0.2,0,0.03,,,12.8,0.07000000000000001,,0.3,3.4,5,1.5,2.5,4.9,8.9,0.7,46.05766725050884,11.15306720812182
170.0,Sorbus,18,744.35,131.7,21.16,5.6,0.9,0,0.06,,,26.7,0.14,,1.1,14.9,5,1.5,4,12.6,18.4,1.5,46.05755090882118,11.15305104888987
171.0,Sorbus,18,744.35,131.7,21.16,5.6,0.9,0,0.03,,,13,0.07000000000000001,,0.99,14.9,5,1.5,3,7.1,8.9,0.7,46.05743458417034,11.15303398542232
172.0,Sorbus,18,744.35,131.7,21.16,5.6,0.9,0,0.06,,,26.7,0.14,,1.1,14.9,5,1.5,4,12.6,18.4,1.5,46.05731550463698,11.15304370554478
173.0,Sorbus,18,744.35,131.7,21.16,5.6,0.9,0,0.06,,,26.7,0.14,,1.1,14.9,5,1.5,4,12.6,18.4,1.5,46.05720288780939,11.15307824042773
174.0,Sorbus,12,512,48.9,7.85,3.1,0.5,0,0.03,,,12.7,0.07000000000000001,,0.6,8.300000000000001,4,1.2,3,7.1,8.699999999999999,0.7,46.07910224887517,11.05854665164512
180.0,Tilia cordata,13,569.1900000000001,27.9,4.48,1.6,0.25,0,0.08,,,34.9,0.18,,0.52,4.2,6,1.8,4,12.6,24.1,1.8,46.07906647034083,11.05843435334089
181.0,Tilia cordata,13,569.1900000000001,27.9,4.48,1.6,0.25,0,0.09,,,37,0.19,,0.53,4.2,6,1.8,4,12.6,25.5,1.9,46.0789915169315,11.05837828009316
182.0,Tilia cordata,19,889.77,68.2,10.95,2.6,0.42,0.1,0.16,,,68.40000000000001,0.35,,0.9399999999999999,7,6,1.8,5,19.6,47.2,3.5,46.0787790232386,11.05850281104525
183.0,Cupressus,14,551.62,143.6,23.07,6.1,0.98,0,0.01,,,6.2,0.03,,1.03,16.3,10,3,1,0.8,4.3,1,46.07876953894463,11.05849469830495
184.0,Cupressus,14,551.62,143.5,23.05,6.1,0.98,0,0.01,,,5.1,0.03,,1.02,16.3,10,3,1,0.8,3.5,0.8,46.07876646891668,11.05851023323249
185.0,Cupressus,14,551.62,143.5,23.06,6.1,0.98,0,0.01,,,5.5,0.03,,1.02,16.3,10,3,1,0.8,3.8,0.9,46.07832806643222,11.05885941240117
186.0,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.03,,,11.6,0.06,,0.39,5,4.5,1.3,2,3.1,8,0.5,46.07838524740899,11.05879790922607
187.0,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.02,,,8.199999999999999,0.04,,0.36,5,4,1.2,1.5,1.8,5.7,0.3,46.07843035577767,11.05873207682477
188.0,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.09,,,36.8,0.19,,0.58,5,5,1.5,4,12.6,25.3,1.5,46.07858164150755,11.05851292777726
189.0,Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.05,,,20.2,0.1,,0.42,4.5,4.5,1.3,3,7.1,13.9,0.8,46.04505593681599,11.10551088290732
307.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.08,,,31.8,0.16,,0.42,3,5,1.5,4,12.6,21.9,1.6,46.04495806422972,11.10552267336193
308.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.08,,,31.8,0.16,,0.42,3,5,1.5,4,12.6,21.9,1.6,46.0448546718606,11.10553606352324
309.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.07000000000000001,,,28.2,0.14,,0.39,3,4,1.2,4,12.6,19.4,1.5,46.04475960413144,11.10554705574298
310.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.08,,,31.8,0.16,,0.42,3,5,1.5,4,12.6,21.9,1.6,46.04466302405181,11.10555708568447
311.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.07000000000000001,,,28.1,0.14,,0.39,3,5,1.5,4,12.6,19.4,1.5,46.04455916105875,11.1055667095368
312.0,Tilia cordata,10,360.47,15,2.41,1.1,0.18,0,0.08,,,31.8,0.16,,0.42,3,5,1.5,4,12.6,21.9,1.6,46.04413454503417,11.10559942780825
330.0,Prunus avium,35,1569.28,449.3,72.18000000000001,7.1,1.14,0.5,1.02,,,427.3,2.2,,4.37,19,13,3.9,14,153.9,294.6,22.8,46.04455212596116,11.10539169358004
331.0,Fraxinus,16,660.92,92.3,14.82,4,0.64,0.1,0.22,,,92,0.47,,1.33,10.6,8,2.4,6,28.3,63.4,5.7,46.04452602358183,11.10534778995694
332.0,Fraxinus,13,546.14,55.4,8.9,3,0.48,0,0.07000000000000001,,,31.2,0.16,,0.71,7.9,6,1.8,4,12.6,21.5,1.9,46.044489725167,11.10541271662656
333.0,Fraxinus,13,546.14,55.4,8.9,3,0.48,0,0.06,,,25.5,0.13,,0.67,7.9,6,1.8,4,12.6,17.6,1.6,46.0209168721083,11.11138639406368
396.0,Prunus serrulata,16,610.53,79.59999999999999,12.78,3.8,0.61,0,0.03,,,14.5,0.07000000000000001,,0.72,10.1,5,1.5,4,12.6,10,0.8,46.02095603428826,11.11139072774943
397.0,Prunus serrulata,25,975.63,235.9,37.9,7.1,1.15,0.1,0.12,,,48.5,0.25,,1.51,19,6,1.8,6,28.3,33.4,2.6,46.02094745807887,11.11146029663899
398.0,Prunus serrulata,22,836.12,172.8,27.76,5.9,0.96,0.1,0.13,,,52.8,0.27,,1.35,15.9,6,1.8,6,28.3,36.4,2.8,46.06456942102297,11.09765741095158
415.0,Parrotia persica,11,482.32,25.4,4.08,1.2,0.19,0,0.03,,,12.1,0.06,,0.29,3.2,4,1.2,3,7.1,8.4,0.4,46.06448033530889,11.09766618941621
416.0,Parrotia persica,18,744.35,83.40000000000001,13.4,2.4,0.39,0.1,0.15,,,62,0.32,,0.86,6.5,7,2.1,5,19.6,42.7,2.2,46.06439188630448,11.09767460408896
417.0,Parrotia persica,18,744.35,83.40000000000001,13.4,2.4,0.39,0.1,0.15,,,62,0.32,,0.86,6.5,7,2.1,5,19.6,42.7,2.2,46.06430307041352,11.09768339273195
418.0,Parrotia persica,18,744.35,83.40000000000001,13.4,2.4,0.39,0.1,0.12,,,52,0.27,,0.78,6.5,6,1.8,5,19.6,35.9,1.8,46.06420162468022,11.09769377155014
419.0,Parrotia persica,11,482.32,25.4,4.08,1.2,0.19,0,0.07000000000000001,,,30.6,0.16,,0.42,3.2,6,1.8,4,12.6,21.1,1.1,46.06411308335684,11.09770231195168
420.0,Parrotia persica,15,616.5599999999999,53.6,8.609999999999999,1.9,0.3,0.1,0.1,,,42.4,0.22,,0.62,5,6,1.8,5,19.6,29.3,1.5,46.06402507219466,11.09771138960918
422.0,Parrotia persica,15,616.5599999999999,53.6,8.609999999999999,1.9,0.3,0.1,0.13,,,55.1,0.28,,0.72,5,6,1.8,5,19.6,38,2,46.06393473202783,11.09771986180382
423.0,Parrotia persica,18,744.35,83.40000000000001,13.4,2.4,0.39,0.1,0.11,,,47.7,0.25,,0.75,6.5,7,2.1,5,19.6,32.9,1.7,46.06384727000435,11.0977284430343
424.0,Parrotia persica,11,482.32,25.4,4.08,1.2,0.19,0,0.07000000000000001,,,30.6,0.16,,0.42,3.2,6,1.8,4,12.6,21.1,1.1,46.06452388305124,11.09751500864077
546.0,Parrotia persica,18,744.35,83.40000000000001,13.4,2.4,0.39,0.1,0.21,,,89.5,0.46,,1.07,6.5,7,2.1,6,28.3,61.7,3.2,46.0141524137418,11.13169949533595
616.0,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.05,,,20.2,0.1,,0.45,5,4,1.2,3,7.1,13.9,0.8,46.01402200861857,11.13153481530728
617.0,Cupressus,19,766.49,260.1,41.79,8.4,1.34,0,0.02,,,6.5,0.03,,1.39,22.3,14,4.2,1,0.8,4.5,1.1,46.01401603645157,11.13155099171374
618.0,Cupressus,19,766.49,260.1,41.79,8.4,1.34,0,0.02,,,6.9,0.04,,1.4,22.3,14,4.2,1,0.8,4.8,1.1,46.01401125759973,11.13156592217644
619.0,Cupressus,19,766.49,260.1,41.79,8.4,1.34,0,0.02,,,6.9,0.04,,1.4,22.3,14,4.2,1,0.8,4.8,1.1,46.01397466535993,11.13157342916476
620.0,Cupressus,19,766.49,260.1,41.79,8.4,1.34,0,0.02,,,6.9,0.04,,1.4,22.3,14,4.2,1,0.8,4.8,1.1,46.01397079554846,11.13158787783265
621.0,Cupressus,19,766.49,260,41.77,8.4,1.34,0,0.01,,,5.3,0.03,,1.38,22.3,14,4.2,1,0.8,3.7,0.9,46.013965535675,11.13160446913898
622.0,Cupressus,19,766.49,260,41.78,8.4,1.34,0,0.01,,,5.7,0.03,,1.39,22.3,14,4.2,1,0.8,4,0.9,46.01404056673596,11.13133129378872
623.0,Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.04,,,17.8,0.09,,0.44,5,4,1.2,3,7.1,12.3,0.7,46.01381282863537,11.13151592418535
624.0,Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.08,,,32.6,0.17,,0.58,5.6,4.5,1.3,4,12.6,22.4,1.4,46.04194152980352,11.14171745755606
625.0,Prunus avium,12,499.72,33.1,5.33,2.1,0.34,0,0.05,,,20.8,0.11,,0.5,5.6,6,1.8,4,12.6,14.4,1.1,46.0418848414427,11.14172146992566
626.0,Ostrya carpinifolia,20,842.45,121.7,19.56,4.6,0.74,0.1,0.16,,,65,0.33,,1.23,12.3,10,3,5,19.6,44.8,2.9,46.04177582924925,11.14174633604091
627.0,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0.1,0.2,,,85,0.44,,1.65,16.8,10,3,5,19.6,58.6,3.8,46.04179821871298,11.14173789588757
628.0,Ostrya carpinifolia,18,744.35,94.3,15.14,4,0.64,0,0.07000000000000001,,,29.1,0.15,,0.86,10.6,6,1.8,4,12.6,20.1,1.3,46.04181681375532,11.141730213764
629.0,Ostrya carpinifolia,25,1132.87,209.2,33.61,6.3,1.01,0.1,0.2,,,85,0.44,,1.65,16.8,10,3,5,19.6,58.6,3.8,46.04181879747819,11.14153797296114
630.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.15,,,63.7,0.33,,0.62,2.3,6,1.8,6,28.3,43.9,2.6,46.04174984232218,11.14152897453853
631.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.2,,,82.7,0.43,,0.76,2.3,6,1.8,6,28.3,57,3.4,46.04178686132573,11.14156594799297
632.0,Robinia pseudoacacia,80,5671.56,2024.3,325.24,25.5,4.1,0.7,1.42,,,592.5,3.05,,8.57,68.09999999999999,15,4.5,12,113.1,408.5,22,46.04166050290262,11.14175273439188
633.0,Ostrya carpinifolia,24,1069.62,189.5,30.44,6,0.96,0.1,0.24,,,99.3,0.51,,1.71,15.9,9,2.7,6,28.3,68.40000000000001,4.5,46.04168005651436,11.14175633368792
634.0,Ostrya carpinifolia,18,744.35,94.3,15.14,4,0.64,0,0.07000000000000001,,,31.3,0.16,,0.87,10.6,6,1.8,4,12.6,21.6,1.4,46.04172983716678,11.14176071376696
635.0,Robinia pseudoacacia,65,3942.81,1205.3,193.65,18.6,2.99,0.3,0.58,,,243.5,1.25,,4.82,49.6,16,4.8,8,50.3,167.8,9,46.04167215682629,11.14153437264462
636.0,Celtis australis,166,22794.92,1075.4,172.78,0.1,0.02,0.2,0.4,,,167.2,0.86,,1.28,0.3,6,1.8,6,28.3,115.3,6.8,46.04159882584267,11.14155234658872
637.0,Celtis australis,14,585.59,15.6,2.5,0.8,0.12,0.1,0.12,,,49.8,0.26,,0.5,2.1,5.5,1.7,5,19.6,34.3,2,46.04152503825495,11.14157547263655
638.0,Celtis australis,16,667.22,19.6,3.14,0.8,0.14,0.1,0.19,,,79.8,0.41,,0.74,2.3,6.5,1.9,6,28.3,55,3.2,46.04148244292859,11.14163431272683
639.0,Betula pendula,16,645.17,56.8,9.119999999999999,3.6,0.57,0,0.08,,,35.1,0.18,,0.84,9.5,8,2.4,4,12.6,24.2,1.4,46.04149366675416,11.14164534466724
640.0,Betula pendula,28,1287.31,225.8,36.28,8.1,1.3,0.2,0.34,,,141.4,0.73,,2.36,21.5,13,3.9,7,38.5,97.5,5.8,46.04148376924714,11.14165478468122
641.0,Betula pendula,18,727.87,75.90000000000001,12.2,4.2,0.68,0.1,0.12,,,51,0.26,,1.07,11.3,9,2.7,5,19.6,35.1,2.1,46.04156924682593,11.14173305101376
642.0,Robinia pseudoacacia,50,2484.96,629.1,101.08,12.5,2.01,0.5,0.9399999999999999,,,391.4,2.01,,4.96,33.4,14,4.2,10,78.5,269.8,14.5,46.04161543468238,11.1415737970572
643.0,Robinia pseudoacacia,42,1862.95,409.9,65.84999999999999,9.699999999999999,1.55,0.5,0.99,,,412.5,2.12,,4.66,25.8,14,4.2,12,113.1,284.4,15.3,46.04142883433455,11.14144522336845
644.0,Celtis australis,19,810.0599999999999,26.3,4.22,1,0.15,0.1,0.13,,,52.6,0.27,,0.55,2.6,4.5,1.3,5,19.6,36.2,2.1,46.0414870131551,11.14141451465746
645.0,Celtis australis,17,712.11,21.7,3.49,0.9,0.14,0.1,0.11,,,46,0.24,,0.49,2.4,5,1.5,5,19.6,31.7,1.9,46.04154875603852,11.14139053513321
646.0,Celtis australis,17,712.11,21.7,3.49,0.9,0.14,0.1,0.12,,,50.6,0.26,,0.52,2.4,4.5,1.3,5,19.6,34.9,2.1,46.0416097752956,11.1413763502196
647.0,Celtis australis,15,625.04,17.5,2.81,0.8,0.13,0.1,0.12,,,48.4,0.25,,0.49,2.2,4.5,1.3,5,19.6,33.3,2,46.05991357674008,11.15402285720796
651.0,Sorbus,5,69.67,5.7,0.92,0.9,0.15,0,0,,,1.2,0.01,,0.15,2.4,1,0.3,1,0.8,0.8,0.1,46.04016236622824,11.14395060775656
670.0,Robinia pseudoacacia,22,781.1799999999999,86.3,13.86,3.8,0.61,0.3,0.5600000000000001,,,232.9,1.2,,2.36,10.1,15,4.5,9,63.6,160.5,8.6,46.04010582618625,11.14395630365722
671.0,Acer platanoides,18,755.1799999999999,92.40000000000001,14.84,4.5,0.73,0.1,0.21,,,89.2,0.46,,1.4,12.1,12,3.6,5,19.6,61.5,3.3,46.04004756490738,11.14395779721636
672.0,Acer platanoides,11,483.19,26.2,4.21,2.2,0.35,0,0.04,,,15.4,0.08,,0.47,5.8,5,1.5,3,7.1,10.6,0.6,46.03998827793593,11.14396118970539
673.0,Acer platanoides,25,1158.47,186.9,30.03,6.7,1.08,0.4,0.82,,,343.7,1.77,,3.67,17.9,12,3.6,10,78.5,236.9,12.8,46.03993152866531,11.14396364645699
674.0,Picea abies,32,1707.61,268.4,43.13,3.8,0.6,0.4,0.68,,,283,1.46,,2.74,10,12,3.6,8,50.3,195.1,32.5,46.03967922694817,11.14401734076655
675.0,Acer platanoides,28,1371.5,239,38.39,7.7,1.23,0.3,0.58,,,243.1,1.25,,3.07,20.5,12,3.6,8,50.3,167.6,9,46.04978179165929,11.14424976727129
691.0,Quercus robur,32,1958.78,319.9,51.4,8,1.29,0.6,1.1,,,458.1,2.36,,4.74,21.4,12,3.6,12,113.1,315.8,21,46.03889756745177,11.1446724477208
703.0,Pinus nigra,38,2209.17,234.7,37.7,4.3,0.68,0.4,0.74,,,309.3,1.59,,3.01,11.3,13,3.9,8,50.3,213.2,20.6,46.03850882215966,11.14546888561661
723.0,Pyrus calleryana,16,656.5700000000001,59.2,9.52,2.8,0.45,0,0.07000000000000001,,,28,0.14,,0.67,7.5,6,1.8,4,12.6,19.3,1.5,46.03833847578312,11.14562047643991
724.0,Pyrus calleryana,15,616.5599999999999,50.6,8.130000000000001,2.6,0.41,0,0.04,,,15.1,0.08,,0.53,6.9,5,1.5,3,7.1,10.4,0.8,46.03822939512052,11.1456537313108
